,강남구,보증금,월세
909,강남구 대치동,5500,268
910,강남구 대치동,7000,250
911,강남구 대치동,6000,350
912,강남구 대치동,432050,43205
913,강남구 대치동,2000,95
914,강남구 대치동,3000,280
915,강남구 대치동,3000,150
916,강남구 대치동,7000,400
917,강남구 대치동,8000,450
918,강남구 대치동,1000,150
919,강남구 대치동,3000,240
920,강남구 대치동,25000,1800
921,강남구 대치동,2000,220
922,강남구 대치동,5000,380
923,강남구 대치동,6000,350
924,강남구 대치동,3000,280
925,강남구 대치동,4000,350
926,강남구 대치동,5000,400
927,강남구 대치동,3000,210
928,강남구 대치동,10000,550
929,강남구 대치동,100000,3406
930,강남구 대치동,10000,952
931,강남구 대치동,5000,300
932,강남구 대치동,3000,288
933,강남구 대치동,1000,130
934,강남구 대치동,25000,1300
935,강남구 대치동,25000,1300
936,강남구 대치동,10000,750
937,강남구 대치동,5000,300
938,강남구 대치동,5000,360
939,강남구 대치동,25000,1300
940,강남구 대치동,3000,280
941,강남구 대치동,6000,550
942,강남구 대치동,3000,200
943,강남구 대치동,3000,300
944,강남구 대치동,3000,220
945,강남구 대치동,700,60
946,강남구 대치동,5000,270
947,강남구 대치동,2000,160
948,강남구 대치동,12000,700
949,강남구 대치동,12000,750
950,강남구 대치동,1500,132
951,강남구 대치동,3000,210
952,강남구 대치동,8000,700
953,강남구 대치동,3000,210
954,강남구 대치동,200000,4461
955,강남구 대치동,3000,250
956,강남구 대치동,3000,200
957,강남구 대치동,2500,220
958,강남구 대치동,3000,220
959,강남구 대치동,6000,600
960,강남구 대치동,4000,430
961,강남구 대치동,3000,140
962,강남구 대치동,1000,120
963,강남구 대치동,1000,100
964,강남구 대치동,3000,190
965,강남구 대치동,5000,300
966,강남구 대치동,6000,350
967,강남구 대치동,3000,300
968,강남구 대치동,3500,330
969,강남구 대치동,10000,650
970,강남구 대치동,5000,400
971,강남구 대치동,500,30
972,강남구 대치동,3000,160
973,강남구 대치동,4000,350
974,강남구 대치동,10000,720
975,강남구 대치동,10000,550
976,강남구 대치동,6000,400
977,강남구 대치동,10000,630
978,강남구 대치동,2000,210
979,강남구 대치동,4000,300
980,강남구 대치동,6000,480
981,강남구 대치동,10000,530
982,강남구 대치동,5000,350
983,강남구 대치동,10000,410
984,강남구 대치동,5000,258
985,강남구 대치동,10000,580
986,강남구 대치동,7000,750
987,강남구 대치동,36000,1800
988,강남구 대치동,2000,145
989,강남구 대치동,6000,600
990,강남구 대치동,20000,900
991,강남구 대치동,5000,430
992,강남구 대치동,10000,550
993,강남구 대치동,3000,150
994,강남구 대치동,3000,270
995,강남구 대치동,5000,310
996,강남구 대치동,30000,2500
997,강남구 대치동,30000,1720
998,강남구 대치동,5000,400
999,강남구 대치동,36000,1800
1000,강남구 대치동,5000,450
1001,강남구 대치동,5000,280
1002,강남구 대치동,3500,330
1003,강남구 대치동,3000,190
1004,강남구 대치동,15000,735
1005,강남구 대치동,3000,300
1006,강남구 대치동,2000,150
1007,강남구 대치동,3500,357
1008,강남구 대치동,5000,320
1009,강남구 대치동,6000,380
1010,강남구 대치동,5000,330
1011,강남구 대치동,3000,170
1012,강남구 대치동,5000,450
1013,강남구 대치동,5000,400
1014,강남구 대치동,1000,55
1015,강남구 대치동,5000,520
1016,강남구 대치동,3000,230
1017,강남구 대치동,1000,146
1018,강남구 대치동,10000,700
1019,강남구 대치동,5000,350
1020,강남구 대치동,5000,310
1021,강남구 대치동,8000,500
1022,강남구 대치동,1000,160
1023,강남구 대치동,3500,180
1024,강남구 대치동,3000,300
1025,강남구 대치동,1000,100
1026,강남구 대치동,4000,216
1027,강남구 대치동,3500,330
1028,강남구 대치동,1000,120
1029,강남구 대치동,5000,390
1030,강남구 대치동,7000,750
1031,강남구 대치동,1500,130
1032,강남구 대치동,5000,250
1033,강남구 대치동,3000,250
1034,강남구 대치동,5000,340
1035,강남구 대치동,1500,130
1036,강남구 대치동,1500,150
1037,강남구 대치동,1000,120
1038,강남구 대치동,20000,2200
1039,강남구 대치동,3000,200
1040,강남구 대치동,3000,150
1041,강남구 대치동,1500,175
1042,강남구 대치동,4000,210
1043,강남구 대치동,5000,340
1044,강남구 대치동,2000,190
1045,강남구 대치동,5000,320
1046,강남구 대치동,7000,400
1047,강남구 대치동,5000,400
1048,강남구 대치동,5500,270
1049,강남구 대치동,2000,160
1050,강남구 대치동,40000,2500
1051,강남구 대치동,2000,200
1052,강남구 대치동,3000,250
1053,강남구 대치동,2000,200
1054,강남구 대치동,4000,210
1055,강남구 대치동,5000,300
1056,강남구 대치동,5000,391
1057,강남구 대치동,4000,250
1058,강남구 대치동,4000,400
1059,강남구 대치동,5000,410
1060,강남구 대치동,2500,345
1061,강남구 대치동,10000,952
1062,강남구 대치동,3000,170
1063,강남구 대치동,2000,200
1064,강남구 대치동,15000,750
1065,강남구 대치동,2000,170
1066,강남구 대치동,3500,330
1067,강남구 대치동,5000,300
1068,강남구 대치동,3000,260
1069,강남구 대치동,5000,370
1070,강남구 대치동,3000,370
1071,강남구 대치동,7000,750
1072,강남구 대치동,10000,630
1073,강남구 대치동,10000,550
1074,강남구 대치동,10000,720
1075,강남구 대치동,3000,170
1076,강남구 대치동,3000,175
1077,강남구 대치동,5000,310
1078,강남구 대치동,148950,3727
1079,강남구 대치동,4000,350
1080,강남구 대치동,5000,350
1081,강남구 대치동,3000,280
1082,강남구 대치동,3000,230
1083,강남구 대치동,10000,1100
1084,강남구 대치동,5000,320
1085,강남구 대치동,3000,160
1086,강남구 대치동,8000,800
1087,강남구 대치동,8000,350
1088,강남구 대치동,10000,800
1089,강남구 대치동,5000,430
1090,강남구 대치동,1500,150
1091,강남구 대치동,3500,330
1092,강남구 대치동,6000,300
1093,강남구 대치동,5000,220
1094,강남구 대치동,10000,700
1095,강남구 대치동,3000,200
1096,강남구 대치동,15000,950
1097,강남구 대치동,2000,145
1098,강남구 대치동,3000,270
1099,강남구 대치동,3500,190
1100,강남구 대치동,10000,350
1101,강남구 대치동,5000,300
1102,강남구 대치동,10000,952
1103,강남구 대치동,2000,130
1104,강남구 대치동,5000,350
1105,강남구 대치동,3000,220
1106,강남구 대치동,5000,350
1107,강남구 대치동,12000,600
1108,강남구 대치동,13000,900
1109,강남구 대치동,3000,230
1110,강남구 대치동,6000,600
1111,강남구 대치동,5000,300
1112,강남구 대치동,3000,300
1113,강남구 대치동,1000,99
1114,강남구 대치동,3000,250
1115,강남구 대치동,10000,630
1116,강남구 대치동,3000,350
1117,강남구 대치동,2000,230
1118,강남구 대치동,3000,250
1119,강남구 대치동,5000,230
1120,강남구 대치동,5000,300
1121,강남구 대치동,1000,60
1122,강남구 대치동,5000,520
1123,강남구 대치동,2000,140
1124,강남구 대치동,3000,210
1125,강남구 대치동,5000,300
1126,강남구 대치동,10000,750
1127,강남구 대치동,10000,800
1128,강남구 대치동,2000,220
1129,강남구 대치동,3000,320
1130,강남구 대치동,3500,330
1131,강남구 대치동,5000,350
1132,강남구 대치동,10000,700
1133,강남구 대치동,1000,150
1134,강남구 대치동,5000,300
1135,강남구 대치동,15000,600
1136,강남구 대치동,15000,900
1137,강남구 대치동,1500,150
1138,강남구 대치동,2000,170
1139,강남구 대치동,6000,350
1140,강남구 대치동,2500,345
1141,강남구 대치동,5000,300
1142,강남구 대치동,5000,350
1143,강남구 대치동,6000,350
1144,강남구 대치동,2000,180
1145,강남구 대치동,6000,380
1146,강남구 대치동,3000,200
1147,강남구 대치동,10000,952
1148,강남구 대치동,4000,256
1149,강남구 대치동,4000,200
1150,강남구 대치동,3000,150
1151,강남구 대치동,3000,150
1152,강남구 대치동,5000,350
1153,강남구 대치동,15000,1360
1154,강남구 대치동,3000,230
1155,강남구 대치동,20000,1000
1156,강남구 대치동,5000,360
1157,강남구 대치동,8000,550
1158,강남구 대치동,10000,750
1159,강남구 대치동,36000,1800
1160,강남구 대치동,4000,400
1161,강남구 대치동,20000,1000
1162,강남구 대치동,3000,280
1163,강남구 대치동,10000,800
1164,강남구 대치동,10000,620
1165,강남구 대치동,3000,260
1166,강남구 대치동,5000,400
1167,강남구 대치동,2000,200
1168,강남구 대치동,10000,600
1169,강남구 대치동,32000,160
1170,강남구 대치동,3000,220
1171,강남구 대치동,5000,350
1172,강남구 대치동,3000,140
1173,강남구 대치동,10000,750
1174,강남구 대치동,1500,150
1175,강남구 대치동,2000,200
1176,강남구 대치동,10000,800
1177,강남구 대치동,200000,4461
1178,강남구 대치동,3000,170
1179,강남구 대치동,20000,1500
1180,강남구 대치동,3000,250
1181,강남구 대치동,10000,952
1182,강남구 대치동,2000,150
1183,강남구 대치동,5000,400
1184,강남구 대치동,3500,260
1185,강남구 대치동,2500,200
1186,강남구 대치동,10000,720
1187,강남구 대치동,2000,160
1188,강남구 대치동,5000,350
1189,강남구 대치동,3000,350
1190,강남구 대치동,6000,350
1191,강남구 대치동,8000,500
1192,강남구 대치동,7000,480
1193,강남구 대치동,9000,650
1194,강남구 대치동,6000,350
1195,강남구 대치동,4000,250
1196,강남구 대치동,4000,250
1197,강남구 대치동,3000,250
1198,강남구 대치동,2000,160
1199,강남구 대치동,5000,600
1200,강남구 대치동,5000,380
1201,강남구 대치동,2000,220
1202,강남구 대치동,2000,175
1203,강남구 대치동,500,50
1204,강남구 도곡동,4000,400
1205,강남구 도곡동,13000,1100
1206,강남구 도곡동,20000,800
1207,강남구 도곡동,6000,250
1208,강남구 도곡동,3000,240
1209,강남구 도곡동,10000,900
1210,강남구 도곡동,3000,250
1211,강남구 도곡동,3000,250
1212,강남구 도곡동,5000,430
1213,강남구 도곡동,2000,100
1214,강남구 도곡동,5000,260
1215,강남구 도곡동,1500,140
1216,강남구 도곡동,13000,1100
1217,강남구 도곡동,27000,1700
1218,강남구 도곡동,15000,1500
1219,강남구 도곡동,6000,230
1220,강남구 도곡동,3000,260
1221,강남구 도곡동,5000,370
1222,강남구 도곡동,5000,340
1223,강남구 도곡동,1500,140
1224,강남구 도곡동,10000,730
1225,강남구 도곡동,10000,900
1226,강남구 도곡동,3000,240
1227,강남구 도곡동,6000,350
1228,강남구 도곡동,8000,300
1229,강남구 도곡동,5000,350
1230,강남구 도곡동,2000,180
1231,강남구 도곡동,3000,200
1232,강남구 도곡동,15000,1500
1233,강남구 도곡동,3000,240
1234,강남구 도곡동,2000,160
1235,강남구 도곡동,20000,800
1236,강남구 도곡동,3000,250
1237,강남구 도곡동,6000,350
1238,강남구 도곡동,2000,180
1239,강남구 도곡동,1500,140
1240,강남구 도곡동,10000,835
1241,강남구 도곡동,20000,800
1242,강남구 도곡동,2000,160
1243,강남구 도곡동,6000,350
1244,강남구 도곡동,1500,140
1245,강남구 도곡동,3000,150
1246,강남구 도곡동,8000,300
1247,강남구 도곡동,2000,150
1248,강남구 도곡동,6000,350
1249,강남구 도곡동,2000,170
1250,강남구 도곡동,5000,250
1251,강남구 도곡동,7000,400
1252,강남구 도곡동,4000,220
1253,강남구 도곡동,2000,200
1254,강남구 도곡동,3000,270
1255,강남구 도곡동,10000,1000
1256,강남구 도곡동,60000,2600
1257,강남구 도곡동,13000,1100
1258,강남구 도곡동,10000,600
1259,강남구 도곡동,3000,230
1260,강남구 도곡동,1500,140
1261,강남구 도곡동,3000,150
1262,강남구 도곡동,30000,2500
1263,강남구 도곡동,30000,1400
1264,강남구 도곡동,4000,200
1265,강남구 도곡동,10000,600
1266,강남구 도곡동,10000,1000
1267,강남구 도곡동,20000,1534
1268,강남구 도곡동,10000,610
1269,강남구 도곡동,3000,230
1270,강남구 도곡동,4000,230
1271,강남구 도곡동,3000,150
1272,강남구 도곡동,1500,170
1273,강남구 도곡동,4000,230
1274,강남구 도곡동,15000,900
1275,강남구 도곡동,7000,360
1276,강남구 도곡동,4000,350
1277,강남구 도곡동,2000,150
1278,강남구 도곡동,20000,1500
1279,강남구 도곡동,3000,230
1280,강남구 도곡동,15000,500
1281,강남구 도곡동,10000,370
1282,강남구 도곡동,2000,150
1283,강남구 도곡동,3000,230
1284,강남구 도곡동,10000,900
1285,강남구 도곡동,3000,230
1286,강남구 도곡동,20000,800
1287,강남구 도곡동,1500,140
1288,강남구 도곡동,3000,250
1289,강남구 도곡동,13000,1100
1290,강남구 도곡동,2000,100
1291,강남구 도곡동,10000,750
1292,강남구 도곡동,10000,400
1293,강남구 도곡동,10000,600
1294,강남구 도곡동,15000,1100
1295,강남구 도곡동,20000,2000
1296,강남구 도곡동,5000,340
1297,강남구 도곡동,1500,170
1298,강남구 도곡동,3000,280
1299,강남구 도곡동,20000,800
1300,강남구 도곡동,1500,140
